2026-01-09 18:55:22,Halles Castellane,0,12
2026-01-09 18:55:22,Observatoire,3,8
2026-01-09 18:55:22,Rondelet,5,16
2026-01-09 18:55:22,Plan Cabanes,5,12
2026-01-09 18:55:22,Boutonnet,4,12
2026-01-09 18:55:22,Emile Combes,5,8
2026-01-09 18:55:22,Beaux-Arts,11,16
2026-01-09 18:55:22,Les Aubes,5,8
2026-01-09 18:55:22,Antigone centre,7,12
2026-01-09 18:55:22,Médiathèque Emile Zola,6,16
2026-01-09 18:55:22,Nombre d Or,4,16
2026-01-09 18:55:22,Louis Blanc,8,16
2026-01-09 18:55:22,Gambetta,4,8
2026-01-09 18:55:22,Port Marianne,9,16
2026-01-09 19:37:53,Rue Jules Ferry - Gare Saint-Roch,6,12
2026-01-09 19:37:53,Comédie,11,20
2026-01-09 19:37:53,Hôtel de Ville,9,16
2026-01-09 19:37:53,Corum,2,12
2026-01-09 19:37:53,Place Albert 1er - St Charles,8,27
2026-01-09 19:37:53,Foch,1,8
2026-01-09 19:37:53,Halles Castellane,0,12
2026-01-09 19:37:53,Observatoire,4,8
2026-01-09 19:37:53,Rondelet,5,16
2026-01-09 19:37:53,Plan Cabanes,4,12
2026-01-09 19:37:53,Boutonnet,4,12
2026-01-09 19:37:53,Emile Combes,5,8
2026-01-09 19:37:53,Beaux-Arts,11,16
2026-01-09 19:37:53,Les Aubes,4,8
2026-01-09 19:37:53,Antigone centre,7,12
2026-01-09 19:37:53,Médiathèque Emile Zola,6,16
2026-01-09 19:37:53,Nombre d Or,4,16
2026-01-09 19:37:53,Louis Blanc,8,16
2026-01-09 19:37:53,Gambetta,4,8
2026-01-09 19:37:53,Port Marianne,9,16
2026-01-09 20:00:59,Rue Jules Ferry - Gare Saint-Roch,6,12
2026-01-09 20:00:59,Comédie,11,20
2026-01-09 20:00:59,Hôtel de Ville,9,16
2026-01-09 20:00:59,Corum,2,12
2026-01-09 20:00:59,Place Albert 1er - St Charles,9,27
2026-01-09 20:00:59,Foch,1,8
2026-01-09 20:00:59,Halles Castellane,0,12
2026-01-09 20:00:59,Observatoire,4,8
2026-01-09 20:00:59,Rondelet,5,16
2026-01-09 20:00:59,Plan Cabanes,4,12
2026-01-09 20:00:59,Boutonnet,4,12
2026-01-09 20:00:59,Emile Combes,5,8
2026-01-09 20:00:59,Beaux-Arts,11,16
2026-01-09 20:00:59,Les Aubes,4,8
2026-01-09 20:00:59,Antigone centre,7,12
2026-01-09 20:00:59,Médiathèque Emile Zola,6,16
2026-01-09 20:00:59,Nombre d Or,4,16
2026-01-09 20:00:59,Louis Blanc,8,16
2026-01-09 20:00:59,Gambetta,4,8
2026-01-09 20:00:59,Port Marianne,9,16
2026-01-09 20:31:26,Rue Jules Ferry - Gare Saint-Roch,7,12
2026-01-09 20:31:26,Comédie,11,20
2026-01-09 20:31:26,Hôtel de Ville,9,16
2026-01-09 20:31:26,Corum,2,12
2026-01-09 20:31:26,Place Albert 1er - St Charles,9,27
2026-01-09 20:31:26,Foch,1,8
2026-01-09 20:31:26,Halles Castellane,0,12
2026-01-09 20:31:26,Observatoire,4,8
2026-01-09 20:31:26,Rondelet,5,16
2026-01-09 20:31:26,Plan Cabanes,4,12
2026-01-09 20:31:26,Boutonnet,4,12
2026-01-09 20:31:26,Emile Combes,5,8
2026-01-09 20:31:26,Beaux-Arts,11,16
2026-01-09 20:31:26,Les Aubes,4,8
2026-01-09 20:31:26,Antigone centre,7,12
2026-01-09 20:31:26,Médiathèque Emile Zola,6,16
2026-01-09 20:31:26,Nombre d Or,4,16
2026-01-09 20:31:26,Louis Blanc,8,16
2026-01-09 20:31:26,Gambetta,4,8
2026-01-09 20:31:26,Port Marianne,9,16
2026-01-09 20:52:11,Rue Jules Ferry - Gare Saint-Roch,7,12
2026-01-09 20:52:11,Comédie,11,20
2026-01-09 20:52:11,Hôtel de Ville,9,16
2026-01-09 20:52:11,Corum,2,12
2026-01-09 20:52:11,Place Albert 1er - St Charles,9,27
2026-01-09 20:52:11,Foch,1,8
2026-01-09 20:52:11,Halles Castellane,0,12
2026-01-09 20:52:11,Observatoire,4,8
2026-01-09 20:52:11,Rondelet,5,16
2026-01-09 20:52:11,Plan Cabanes,5,12
2026-01-09 20:52:11,Boutonnet,4,12
2026-01-09 20:52:11,Emile Combes,5,8
2026-01-09 20:52:11,Beaux-Arts,11,16
2026-01-09 20:52:11,Les Aubes,5,8
2026-01-09 20:52:11,Antigone centre,7,12
2026-01-09 20:52:11,Médiathèque Emile Zola,6,16
2026-01-09 20:52:11,Nombre d Or,4,16
2026-01-09 20:52:11,Louis Blanc,8,16
2026-01-09 20:52:11,Gambetta,4,8
2026-01-09 20:52:11,Port Marianne,9,16
2026-01-09 21:29:03,Rue Jules Ferry - Gare Saint-Roch,7,12
2026-01-09 21:29:03,Comédie,10,20
2026-01-09 21:29:03,Hôtel de Ville,9,16
2026-01-09 21:29:03,Corum,2,12
2026-01-09 21:29:03,Place Albert 1er - St Charles,11,27
2026-01-09 21:29:03,Foch,1,8
2026-01-09 21:29:03,Halles Castellane,0,12
2026-01-09 21:29:03,Observatoire,4,8
2026-01-09 21:29:03,Rondelet,5,16
2026-01-09 21:29:03,Plan Cabanes,5,12
2026-01-09 21:29:03,Boutonnet,2,12
2026-01-09 21:29:03,Emile Combes,5,8
2026-01-09 21:29:03,Beaux-Arts,11,16
2026-01-09 21:29:03,Les Aubes,5,8
2026-01-09 21:29:03,Antigone centre,7,12
2026-01-09 21:29:03,Médiathèque Emile Zola,6,16
2026-01-09 21:29:03,Nombre d Or,4,16
2026-01-09 21:29:03,Louis Blanc,8,16
2026-01-09 21:29:03,Gambetta,4,8
2026-01-09 21:29:03,Port Marianne,9,16
2026-01-09 21:49:22,Rue Jules Ferry - Gare Saint-Roch,7,12
2026-01-09 21:49:22,Comédie,10,20
2026-01-09 21:49:22,Hôtel de Ville,9,16
2026-01-09 21:49:22,Corum,3,12
2026-01-09 21:49:22,Place Albert 1er - St Charles,11,27
2026-01-09 21:49:22,Foch,1,8
2026-01-09 21:49:22,Halles Castellane,0,12
2026-01-09 21:49:22,Observatoire,4,8
2026-01-09 21:49:22,Rondelet,5,16
2026-01-09 21:49:22,Plan Cabanes,5,12
2026-01-09 21:49:22,Boutonnet,2,12
2026-01-09 21:49:22,Emile Combes,5,8
2026-01-09 21:49:22,Beaux-Arts,11,16
2026-01-09 21:49:22,Les Aubes,5,8
2026-01-09 21:49:22,Antigone centre,7,12
2026-01-09 21:49:22,Médiathèque Emile Zola,6,16
2026-01-09 21:49:22,Nombre d Or,4,16
2026-01-09 21:49:22,Louis Blanc,8,16
2026-01-09 21:49:22,Gambetta,4,8
2026-01-09 21:49:22,Port Marianne,9,16
2026-01-09 22:25:04,Rue Jules Ferry - Gare Saint-Roch,7,12
2026-01-09 22:25:04,Comédie,10,20
2026-01-09 22:25:04,Hôtel de Ville,10,16
2026-01-09 22:25:04,Corum,3,12
2026-01-09 22:25:04,Place Albert 1er - St Charles,11,27
2026-01-09 22:25:04,Foch,1,8
2026-01-09 22:25:04,Halles Castellane,0,12
2026-01-09 22:25:04,Observatoire,4,8
2026-01-09 22:25:04,Rondelet,5,16
2026-01-09 22:25:04,Plan Cabanes,5,12
2026-01-09 22:25:04,Boutonnet,2,12
2026-01-09 22:25:04,Emile Combes,5,8
2026-01-09 22:25:04,Beaux-Arts,11,16
2026-01-09 22:25:04,Les Aubes,5,8
2026-01-09 22:25:04,Antigone centre,7,12
2026-01-09 22:25:04,Médiathèque Emile Zola,6,16
2026-01-09 22:25:04,Nombre d Or,3,16
2026-01-09 22:25:04,Louis Blanc,8,16
2026-01-09 22:25:04,Gambetta,4,8
2026-01-09 22:25:04,Port Marianne,9,16
2026-01-09 22:43:28,Rue Jules Ferry - Gare Saint-Roch,7,12
2026-01-09 22:43:28,Comédie,10,20
2026-01-09 22:43:28,Hôtel de Ville,11,16
2026-01-09 22:43:28,Corum,3,12
2026-01-09 22:43:28,Place Albert 1er - St Charles,11,27
2026-01-09 22:43:28,Foch,1,8
2026-01-09 22:43:28,Halles Castellane,0,12
2026-01-09 22:43:28,Observatoire,4,8
2026-01-09 22:43:28,Rondelet,5,16
2026-01-09 22:43:28,Plan Cabanes,5,12
2026-01-09 22:43:28,Boutonnet,2,12
2026-01-09 22:43:28,Emile Combes,5,8
2026-01-09 22:43:28,Beaux-Arts,11,16
2026-01-09 22:43:28,Les Aubes,5,8
2026-01-09 22:43:28,Antigone centre,7,12
2026-01-09 22:43:28,Médiathèque Emile Zola,6,16
2026-01-09 22:43:28,Nombre d Or,3,16
2026-01-09 22:43:28,Louis Blanc,8,16
2026-01-09 22:43:28,Gambetta,4,8
2026-01-09 22:43:28,Port Marianne,9,16
2026-01-09 22:55:32,Rue Jules Ferry - Gare Saint-Roch,7,12
2026-01-09 22:55:32,Comédie,10,20
